Index,Post,Comments,Date
7,"predator alert: ~26/27 yr old guy who walks 2 dogs throughout campus and on west street (st that the parking garage is on). He has gone by multiple names, when I knew him years ago he went by Brian Romero, but he also uses the name wolf. He has sexually assaulted two of my friends and has used drugs to disable individuals to assault them. I am posting this on the confessional because he has tried to create bonds with Smith students and uses his dogs as a means to get women and femme people to interact with him. Because none of the assaults have happened to smith college students the college cannot ban him from the property even though he is a predator. I have seen him in the smith college gym and inside some buildings. Please be cautious. ",64,19:42:41
8,"i hate how sanitized queerness feels rn when i compare it to, say, the 70s before aids. on the other hand as a queer immigrant, im really glad it’s so much safer to be queer and i dont have to abandon my family to be a part of the community. but still it feels so inauthentic sometimes, like especially in pop culture. too safe and too clean",30,19:42:41
9,has anyone had faith zhang for sds 291,1,19:42:41
10,what are some easy/fun classes to take for spring?,0,19:42:41
11,i'm trash,1,19:42:41
12,Is it worth going to inpatient care this late into the semester? my mental health is really really bad and ive been in bad habits latey. I feel like getting a therapist is such a slow process here and things like my SSP aren’t helping. I genuinely feel so lost but don’t wanna lose a year or so of college,0,19:42:41
13,cc workers >> neilson campus cafe workers ,17,19:42:41
14,is it bad that i smoke weed every day?im worried and i feel so guilty about it ,10,19:42:41
0,Anyone selling pre rolls tonight? ,1,20:12:41
1,do u think its possible to stay friends w an ex-hookup? like if you met in a sexual context and had a thing for months and it almost got serious. wld it be normal to hang out as friends after ending things or will the relationship always be tainted by the memory/possibility of sex,0,20:12:41
2,what are some easy/fun classes to take for spring?,1,20:12:41
3,"i hate how sanitized queerness feels rn when i compare it to, say, the 70s before aids. on the other hand as a queer immigrant, im really glad it’s so much safer to be queer and i dont have to abandon my family to be a part of the community. but still it feels so inauthentic sometimes, like especially in pop culture. too safe and too clean",31,20:12:41
4,lol did yall hear abt the garam thing apparently shes innocent now,2,20:12:41
5,"Which one is better, Fetish or Immorality??",5,20:12:41
6,has anyone had faith zhang for sds 291,2,20:12:41
7,Does the cc have davids brownies tn,1,20:12:41
8,dropping out or transfering and then continuing to post about how much smith sucks is kinda freak behavior like okay you left how about move on,5,20:12:41
9,"anyone know where we can find the umass, amherst, and hampshire courses??",5,20:12:41
10,"you ever just need a hug? just a big, long, warm hug where the person kind of rocks you a little bit ",0,20:12:41
11,can you get into sage at any time or do the doors lock for the night? ,2,20:12:41
12,when do we register for spring classes,2,20:12:41
13,where do i get info about fetish i feel so lost,5,20:12:41
14,thoughts on Zachary Winkeler for intro discrete math?,1,20:12:41
0,where is everybody getting the info about fetish??? ,7,20:42:42
1,how do i find amherst courses on workday,0,20:42:42
2,Wear whatever you want to fetish. that is all. ,0,20:42:42
3,"Who is telling people to wear blue to fetish??? You wear fetish stuff or lingerie or **whatever the fuck you want** to fetish. Lingerie, Fursuit, Rope, Khakis. does not matter. stop spreading the “wear blue” thing. ",0,20:42:42
4,"Which one is better, Fetish or Immorality??",6,20:42:42
5,Is it worth going to inpatient care this late into the semester? my mental health is really really bad and ive been in bad habits latey. I feel like getting a therapist is such a slow process here and things like my SSP aren’t helping. I genuinely feel so lost but don’t wanna lose a year or so of college,2,20:42:42
6,can i wear my fursuit to fetish?,10,20:42:42
7,i just rubbed one out to james miller's supply and demand lecture I have no ragrets,6,20:42:42
8,when will i stop being sad about my breakup. its been almost 2 months. feels unfair that im still down in the dumps when it was me that broke up w her,14,20:42:42
9,did anyone in ars 162 think amiko’s reaction to jc’s crit was weird and like kinda transphobic,0,20:42:42
10,"you ever just need a hug? just a big, long, warm hug where the person kind of rocks you a little bit ",1,20:42:42
11,is 22 credits manageable for next sem (2 are econ),10,20:42:42
12,"I feel like I have the most obvious crush on my friend and she has not said anything about it and I kind of want her to, even if it’s to reject me. Please, I am begging at this point",19,20:42:42
13,lol did yall hear abt the garam thing apparently shes innocent now,3,20:42:42
14,"just an fyi- i feel like we should give a grace period of 10 min to grab stuff from washers and dryers. literally, had two washers going at dif temps so one took like 5 min longer but the app said it still wasnt ready when my phone time went off. so i waited til the app said the second washer was closer to done… i went down stairs and found someone taking out my stuff out of the washer. like sheesh- comeon guys. why do you have to be like vultures with laundry machines?",37,20:42:42
0,appreciation post for compass workers ily guys,0,21:12:42
1,"Who is telling people to wear blue to fetish??? You wear fetish stuff or lingerie or **whatever the fuck you want** to fetish. Lingerie, Fursuit, Rope, Khakis. does not matter. stop spreading the “wear blue” thing. ",1,21:12:42
2,hey im a first year and slightly confused about fetish. could someone explain it to me or just give like some info?,4,21:12:42
3,could you wear just straight lingerie to fetish,1,21:12:42
4,dude i rlly fucking hate people on here. why is everyone always so mean? like no reason to be hateful to everyone ,2,21:12:42
5,did anyone in ars 162 think amiko’s reaction to jc’s crit was weird and like kinda transphobic,1,21:12:42
6,thoughts on Geremias Polanco for multivariable calculus or math in general?,7,21:12:42
7,do you have to email a seminar professor and like introduce yourself and ask to be let in?,0,21:12:42
8,Can someone pls explain the requirements for majoring in quantitative econ? The page on the Smith College website is confusing. ,0,21:12:42
9,how is prof dellacasa for intro macro????,2,21:12:42
10,when is fetish?,0,21:12:42
11,thoughts Argyris Tsiaras for macro econ?,2,21:12:42
12,Is it worth going to inpatient care this late into the semester? my mental health is really really bad and ive been in bad habits latey. I feel like getting a therapist is such a slow process here and things like my SSP aren’t helping. I genuinely feel so lost but don’t wanna lose a year or so of college,3,21:12:42
13,idk shit about coffee but the dining hall coffee legit tastes like hard pretzels and wood,0,21:12:42
14,is it wise to take intermediate micro and macro at the same time 😵‍💫,0,21:12:42
0,hey im a first year and slightly confused about fetish. could someone explain it to me or just give like some info?,7,21:42:43
1,Hi! does anyone know if non-Smith students can be at fetish if they go with Smith student?,0,21:42:43
2,any kitchens i can use on campus if my house doesnt have one?? wanna bake some cookies b4 thanksgiving but we dont have an oven :(,0,21:42:43
3,could you wear just straight lingerie to fetish,3,21:42:43
4,does the vault sell disposables ,1,21:42:43
5,is yogurt a girl snack ,1,21:42:43
6,i think we should take  james miller for the fact he’s the only DILF at this school ,4,21:42:43
7,did anyone in ars 162 think amiko’s reaction to jc’s crit was weird and like kinda transphobic,4,21:42:43
8,do u think its possible to stay friends w an ex-hookup? like if you met in a sexual context and had a thing for months and it almost got serious. wld it be normal to hang out as friends after ending things or will the relationship always be tainted by the memory/possibility of sex,2,21:42:43
9,thoughts on Zachary Winkeler for intro discrete math?,3,21:42:43
10,"Which one is better, Fetish or Immorality??",7,21:42:43
11,having one of the worst chronic pain flares that ive had in a really long time. seriously jealous of you healthy bitches fr,0,21:42:43
12,is eating pussy vegan?,0,21:42:43
13,anyone know anything about kye barker?,0,21:42:43
14,hows mlada buksvansky for gov 100?,3,21:42:43
0,"predator alert: ~26/27 yr old guy who walks 2 dogs throughout campus and on west street (st that the parking garage is on). He has gone by multiple names, when I knew him years ago he went by Brian Romero, but he also uses the name wolf. He has sexually assaulted two of my friends and has used drugs to disable individuals to assault them. I am posting this on the confessional because he has tried to create bonds with Smith students and uses his dogs as a means to get women and femme people to interact with him. Because none of the assaults have happened to smith college students the college cannot ban him from the property even though he is a predator. I have seen him in the smith college gym and inside some buildings. Please be cautious. ",66,22:12:43
1,having one of the worst chronic pain flares that ive had in a really long time. seriously jealous of you healthy bitches fr,2,22:12:43
2,huge crush and it’s eating me alive,0,22:12:43
3,is yogurt a girl snack ,2,22:12:43
4,can i get put on birth control through the schact center,1,22:12:43
5,Hi! does anyone know if non-Smith students can be at fetish if they go with Smith student?,3,22:12:43
6,crying over calculus…,0,22:12:43
7,my binge eating is getting so bad i need advice ,8,22:12:43
8,whats bio 230 like,0,22:12:43
9,who do i need to talk to to get microwave popcorn in the vending machines,0,22:12:43
10,thoughts on Zachary Winkeler for intro discrete math?,4,22:12:43
11,could you wear just straight lingerie to fetish,5,22:12:43
12,anyone know anything about kye barker?,1,22:12:43
13,i think we should take  james miller for the fact he’s the only DILF at this school ,5,22:12:43
14,hey im a first year and slightly confused about fetish. could someone explain it to me or just give like some info?,9,22:12:43
0,first romantic entanglement with a neurotypical person i hate it so much and i want to break up with them but their friends will shit talk me for all eternity and make me feel terrible. its like a hostage situation and im fucking terrified to even move and every time i hang out with them i have a panic attack afterwards ,20,22:42:43
1,how hard is calc 1,5,22:42:43
2,i’d rather listen to Hobo Johnson Peach Scone on repeat for 24 hours then listen to another second of Taylor Swift’s new album,2,22:42:43
3,"normally I perform so well academically, but this last week I feel like my professors of really double down. IDK why but im just taking these academic Ls ",2,22:42:43
4,anyone know anything about kye barker?,5,22:42:43
5,dude i rlly fucking hate people on here. why is everyone always so mean? like no reason to be hateful to everyone ,5,22:42:43
6,idk shit about coffee but the dining hall coffee legit tastes like hard pretzels and wood,1,22:42:43
7,how do i find amherst courses on workday,2,22:42:43
8,has anyone had faith zhang for sds 291,3,22:42:43
9,i'm trash,3,22:42:43
10,should i take biochemistry lab or no,3,22:42:43
11,dropping out or transfering and then continuing to post about how much smith sucks is kinda freak behavior like okay you left how about move on,6,22:42:43
12,what are some easy/fun classes to take for spring?,2,22:42:43
13,is 22 credits manageable for next sem (2 are econ),11,22:42:43
14,cc workers >> neilson campus cafe workers ,21,22:42:43
0,honestly tho i feel like kafka,2,23:12:44
1,any other first years struggling and feeling insanely lonely?,0,23:12:44
2,they changed all the vending machine card readers and now every time i try to get something it says error. literally cant buy anything anymore. fucked up,0,23:12:44
3,please someone has a crush on me. im feeling so bad that my attraction is so low,0,23:12:44
4,what are some easy/fun classes to take for spring?,3,23:12:44
5,dude i rlly fucking hate people on here. why is everyone always so mean? like no reason to be hateful to everyone ,6,23:12:44
6,first romantic entanglement with a neurotypical person i hate it so much and i want to break up with them but their friends will shit talk me for all eternity and make me feel terrible. its like a hostage situation and im fucking terrified to even move and every time i hang out with them i have a panic attack afterwards ,21,23:12:44
7,what are the steriotypes of all the houses,7,23:12:44
8,how hard is it to get a 3.7 gpa,2,23:12:44
9,how hard is calc 1,7,23:12:44
10,is yogurt a girl snack ,4,23:12:44
11,i feel like pronce zuko,2,23:12:44
12,huge crush and it’s eating me alive,3,23:12:44
13,is 22 credits manageable for next sem (2 are econ),12,23:12:44
14,i think we should take  james miller for the fact he’s the only DILF at this school ,8,23:12:44
-1,No new posts,N/a,23:42:55
